"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y1","Y2"
6.18,18,29775.06,2307.28,8813.67,246.03,246.03,786.78,288,671.28,2.51,1,13.33,1.03,35.01,0.69,0.97,0.98
9.3,27,72757.45,3560.36,9732.15,644.73,644.73,1067.81,288,774.26,4.55,1,23.03,1.05,89.16,1.77,0.99,0.98
9.3,27,72765.65,3560.4,9757.55,644.73,644.73,1085.02,288,780.2,4.52,1,22.79,1.05,90.19,1.79,0.97,0.98
1.14,3,3171.41,1415.15,6697.78,11.41,11.41,544.39,288,564.33,1.22,1,6.61,1.02,0,0.17,0.96,0.98
6.18,18,29763.28,2306.83,8807.53,245.97,245.97,766.44,288,664.97,2.51,1,13.21,1.03,33.8,0.67,0.98,0.99
2.09,6,6528.08,1356.77,6743.35,24.58,24.58,596.6,288,567.67,1.32,1,7.11,1.02,18.76,0.26,1,0.99
2.09,6,3707.89,1386.63,6771.9,30.02,30.02,522.22,288,562.01,1.24,1,6.7,1.02,0,0.15,0.98,0.98
2.09,6,4849.95,1344.28,6786.37,22.34,22.34,579.87,288,570.23,1.26,1,6.87,1.02,23.96,0.23,0.96,0.98
3.14,9,8373.48,1386.72,7008.28,60.28,60.28,580.97,288,576.39,1.39,1,7.58,1.02,12.15,0.24,1,0.98
3.14,9,8377.61,1386.75,7097.86,60.34,60.34,573.06,288,577.27,1.39,1,7.42,1.02,11.78,0.23,0.98,1
4.16,12,14723.82,1547.47,7802.38,113.8,113.8,636.5,288,607.38,1.66,1,8.83,1.02,16.96,0.34,0.96,1
7.15,21,38999.11,2678.06,9121.92,332.32,332.32,817.86,288,686.84,2.98,1,15.57,1.04,43.58,0.86,0.99,0.99
1.14,3,2212.11,1409.6,6729.97,11.1,11.1,514.6,288,560.68,1.18,1,6.37,1.02,0,0.14,0.95,0.98
4.16,12,14719.93,1547.46,7750.05,113.75,113.75,624.94,288,602.08,1.66,1,8.85,1.02,16.49,0.33,0.99,1
3.14,9,8376.89,1386.75,7080.42,60.33,60.33,577.3,288,577.92,1.39,1,7.47,1.02,11.96,0.24,0.98,0.99
4.16,12,14718.89,1547.45,7734.89,113.74,113.74,623.17,288,600.98,1.66,1,8.86,1.02,16.42,0.33,0.99,1
6.18,18,29761.28,2306.77,8802.51,245.94,245.94,779.93,288,668.37,2.51,1,13.34,1.03,34.65,0.69,0.98,0.98
7.15,21,38998.75,2678.06,9122.45,332.3,332.3,815.2,288,686.2,2.98,1,15.54,1.04,43.38,0.86,0.99,0.99
2.09,6,3466.31,1348.14,6828.34,23,23,530.12,288,563.27,1.22,1,6.54,1.02,19.6,0.17,0.96,0.99
6.18,18,29790.31,2307.46,8816.58,246.22,246.22,756.52,288,662.86,2.51,1,13.1,1.03,33.17,0.66,0.98,1
4.16,12,14724.81,1547.47,7816.04,113.81,113.81,637.94,288,608.32,1.66,1,8.82,1.02,17.01,0.34,0.96,1
7.15,21,39002.69,2678.05,9121.29,332.42,332.42,800.28,288,681.6,2.98,1,15.44,1.04,42.37,0.84,1,1
8.21,24,50994.28,3087.51,9310.36,437.96,437.96,921.94,288,732.1,3.58,1,18.42,1.04,60.17,1.19,0.97,0.99
1.14,3,3715.29,1415.35,6697.1,11.41,11.41,557.03,288,565.66,1.24,1,6.71,1.02,0,0.19,0.97,0.98
4.16,12,14720.58,1547.46,7760.67,113.76,113.76,624.58,288,602.4,1.66,1,8.83,1.02,16.46,0.33,0.99,1
6.18,18,29797.3,2307.24,8843.33,246.3,246.3,770.93,288,669.35,2.5,1,13.06,1.03,33.9,0.67,0.96,1
5.14,15,21631.35,1924.34,8486.92,175.26,175.26,697.82,288,635.31,2.08,1,11.01,1.03,24.61,0.49,0.98,1
1.14,3,3065.6,1325.82,6623.48,6.22,6.22,560.03,288,560.48,1.2,1,6.53,1.02,27.51,0.21,0.97,0.98
3.14,9,8375.51,1386.74,7056.55,60.32,60.32,571.34,288,575.28,1.39,1,7.46,1.02,11.73,0.23,1,0.99
5.14,15,21624.6,1924.32,8462.23,175.22,175.22,703.03,288,634.25,2.09,1,11.18,1.03,25,0.5,0.99,0.98
2.09,6,5260.6,1345.83,6828.5,22.64,22.64,586.97,288,572.3,1.27,1,6.89,1.02,23.5,0.24,0.95,0.99
8.21,24,50988.44,3087.26,9300.46,438.06,438.06,932.12,288,732.26,3.6,1,18.73,1.04,61.27,1.21,0.98,0.98
8.21,24,50987.06,3087.21,9296.46,438.03,438.03,925.78,288,729.65,3.6,1,18.74,1.04,60.86,1.21,0.99,0.98
3.14,9,8379.07,1386.76,7121.59,60.35,60.35,582.78,288,581.04,1.39,1,7.44,1.02,12.16,0.24,0.97,0.99
6.18,18,29761.06,2306.81,8797.43,245.95,245.95,785.54,288,669.51,2.51,1,13.4,1.03,35.02,0.69,0.98,0.98
3.14,9,8381.68,1386.77,7174.1,60.38,60.38,586.48,288,584.01,1.39,1,7.4,1.02,12.28,0.24,0.95,1
8.21,24,50996.56,3087.58,9312.58,437.98,437.98,935.4,288,736.09,3.58,1,18.53,1.04,61.21,1.21,0.96,0.98
4.16,12,14720.9,1547.46,7749.44,113.75,113.75,643.63,288,607.22,1.66,1,8.97,1.02,17.35,0.34,0.98,0.98
5.14,15,21635.61,1924.33,8496.09,175.28,175.28,717.3,288,641.79,2.08,1,11.09,1.03,25.62,0.51,0.96,0.99
3.14,9,8375.41,1386.74,7042.51,60.31,60.31,589.24,288,580.09,1.39,1,7.58,1.02,12.46,0.25,0.98,0.98
5.14,15,21628.38,1924.33,8475.88,175.25,175.25,700.41,288,634.92,2.09,1,11.09,1.03,24.8,0.49,0.98,0.99
9.3,27,72772.71,3560.42,9777.03,645.09,645.09,1092.52,288,783.54,4.49,1,22.52,1.05,90.39,1.79,0.96,0.99
7.15,21,39007.25,2678.03,9117.9,332.36,332.36,802.32,288,681.38,2.99,1,15.52,1.04,42.58,0.84,1,0.99
7.15,21,39002.52,2678.05,9120.09,332.43,332.43,811.99,288,684.71,2.98,1,15.56,1.04,43.21,0.86,0.99,0.99
2.09,6,4238.26,1344.34,6798.73,22.34,22.34,559.96,288,567.46,1.24,1,6.74,1.02,23.18,0.21,0.96,0.98
6.18,18,29789.51,2307.52,8815.93,246.17,246.17,778.16,288,669.01,2.51,1,13.26,1.03,34.49,0.68,0.97,0.99
5.14,15,21633.17,1924.34,8492.63,175.31,175.31,700.91,288,636.77,2.08,1,11,1.03,24.75,0.49,0.97,1
2.09,6,2936.2,1370.63,6829.41,27.04,27.04,499.96,288,559.19,1.2,1,6.44,1.02,6.58,0.13,0.97,0.99
5.14,15,21630.67,1924.32,8479.03,175.24,175.24,713.79,288,639.04,2.08,1,11.16,1.03,25.51,0.51,0.97,0.98
4.16,12,14721.94,1547.46,7778.39,113.75,113.75,626.83,288,603.73,1.66,1,8.81,1.02,16.54,0.33,0.98,1
4.16,12,14719.16,1547.45,7723.62,113.75,113.75,642.2,288,605.78,1.66,1,9,1.02,17.32,0.34,0.98,0.98
8.21,24,50994.23,3087.53,9320.18,438.08,438.08,920.24,288,734.21,3.57,1,18.19,1.04,59.75,1.18,0.96,1
7.15,21,38984.67,2678.09,9134.65,332.23,332.23,815.07,288,689.11,2.96,1,15.33,1.04,43.12,0.85,0.97,1
3.14,9,8379.46,1386.76,7116.99,60.36,60.36,604.34,288,587.29,1.39,1,7.56,1.02,13.02,0.26,0.95,0.98
8.21,24,50991.39,3087.36,9294.23,438.04,438.04,913.53,288,725.93,3.61,1,18.65,1.04,59.92,1.19,1,0.98
5.14,15,21636.79,1924.33,8500.78,175.32,175.32,715.47,288,641.75,2.08,1,11.06,1.03,25.5,0.51,0.96,0.99
6.18,18,29761.9,2306.84,8792.15,245.97,245.97,768.44,288,664.18,2.51,1,13.31,1.03,34.01,0.67,0.99,0.98
1.14,3,3312.1,1339.87,6613.05,6.88,6.88,540.8,288,554.54,1.21,1,6.5,1.02,21.33,0.19,1,0.99
2.09,6,5595.35,1393.59,6836.78,31.4,31.4,561.37,288,567.81,1.3,1,6.91,1.02,0,0.2,0.98,1
7.15,21,38983.75,2678.09,9134.59,332.1,332.1,821.68,288,691.01,2.96,1,15.38,1.04,43.58,0.86,0.97,1
9.3,27,72759.72,3560.37,9736.32,644.73,644.73,1068.17,288,774.61,4.54,1,22.96,1.05,89.09,1.76,0.99,0.98
5.14,15,21621.06,1924.3,8450.56,175.17,175.17,706.77,288,634.1,2.09,1,11.27,1.03,25.26,0.5,1,0.98
4.16,12,14718.31,1547.45,7719.52,113.74,113.74,631.25,288,602.6,1.66,1,8.94,1.02,16.82,0.33,0.99,0.99
1.14,3,4802.51,1338.3,6625.99,6.9,6.9,601.85,288,566.14,1.25,1,6.84,1.02,23.48,0.26,0.98,0.98
3.14,9,8376.4,1386.74,7059.54,60.32,60.32,595.36,288,582.53,1.39,1,7.59,1.02,12.7,0.25,0.97,0.98
9.3,27,72761.1,3560.37,9742.27,644.88,644.88,1075.55,288,776.82,4.54,1,22.94,1.05,89.66,1.78,0.98,0.98
3.14,9,8375.53,1386.74,7057.9,60.31,60.31,566.56,288,573.89,1.39,1,7.44,1.02,11.53,0.23,1,1
3.14,9,8377.16,1386.75,7080.8,60.34,60.34,585.12,288,580.27,1.39,1,7.51,1.02,12.27,0.24,0.98,0.99
7.15,21,39006.24,2678.02,9116.51,332.39,332.39,822.39,288,686.83,2.99,1,15.71,1.04,44.01,0.87,0.99,0.98
4.16,12,14720.2,1547.45,7738.56,113.74,113.74,642.69,288,606.53,1.66,1,8.98,1.02,17.32,0.34,0.98,0.98
6.18,18,29795.16,2307.29,8834.75,246.25,246.25,769.9,288,668.31,2.5,1,13.1,1.03,33.89,0.67,0.96,1
4.16,12,14722.86,1547.46,7781.72,113.76,113.76,642.48,288,608.21,1.66,1,8.91,1.02,17.26,0.34,0.97,0.99
8.21,24,50993.7,3087.48,9303.96,438.11,438.11,923.55,288,730.91,3.59,1,18.57,1.04,60.48,1.2,0.98,0.98
5.14,15,21635.07,1924.34,8496.65,175.28,175.28,707.4,288,639.03,2.08,1,11.03,1.03,25.08,0.5,0.96,0.99
9.3,27,72762.42,3560.4,9772.18,644.82,644.82,1107.83,288,786.73,4.5,1,22.82,1.05,91.97,1.82,0.96,0.98
8.21,24,50992.59,3087.4,9306.31,437.97,437.97,938.76,288,735.36,3.59,1,18.7,1.04,61.67,1.22,0.97,0.98
4.16,12,14719.13,1547.45,7737.54,113.75,113.75,626.16,288,601.92,1.66,1,8.88,1.02,16.56,0.33,0.99,0.99
8.21,24,50994.55,3087.53,9313.15,438,438,925.33,288,733.68,3.58,1,18.4,1.04,60.37,1.2,0.97,0.99
7.15,21,38991.58,2678.07,9126.64,332.24,332.24,827.75,288,690.82,2.97,1,15.57,1.04,44.16,0.87,0.97,0.99
5.14,15,21632.13,1924.32,8485.49,175.25,175.25,711.48,288,639.05,2.08,1,11.11,1.03,25.35,0.5,0.97,0.99
7.15,21,38992.13,2678.07,9125.03,332.23,332.23,837.63,288,693.26,2.97,1,15.67,1.04,44.87,0.89,0.97,0.98
8.21,24,50997.87,3087.63,9319.53,437.99,437.99,944.51,288,740.13,3.57,1,18.51,1.04,61.78,1.22,0.95,0.98
9.3,27,72770.71,3560.41,9769.73,645.11,645.11,1088.53,288,781.98,4.5,1,22.61,1.05,90.21,1.79,0.97,0.99
6.18,18,29796.19,2307.28,8839.55,246.33,246.33,783.24,288,672.53,2.5,1,13.17,1.03,34.67,0.69,0.95,0.99
8.21,24,50994.9,3087.56,9320.57,437.97,437.97,929.81,288,736.74,3.57,1,18.3,1.04,60.52,1.2,0.96,0.99
1.14,3,3490.22,1376.21,6605.39,9.04,9.04,547.28,288,558.59,1.22,1,6.66,1.02,7.71,0.19,1,0.98
6.18,18,29765.46,2306.9,8809.62,245.96,245.96,761.15,288,663.64,2.51,1,13.16,1.03,33.47,0.66,0.99,0.99
1.14,3,1322.1,1350.81,6627.27,7.49,7.49,475.87,288,546.27,1.14,1,6.11,1.02,10.85,0.11,0.99,0.99
8.21,24,50997.75,3087.63,9320.25,437.99,437.99,942.44,288,739.81,3.57,1,18.47,1.04,61.59,1.22,0.95,0.98
4.16,12,14719.01,1547.45,7731.91,113.73,113.73,630,288,602.76,1.66,1,8.91,1.02,16.74,0.33,0.99,0.99
8.21,24,50993.83,3087.51,9315.16,437.96,437.96,914.08,288,731.32,3.57,1,18.23,1.04,59.39,1.18,0.97,1
2.09,6,3737.53,1386.32,6828.45,29.97,29.97,517.33,288,561.97,1.23,1,6.61,1.02,0,0.15,0.97,0.99
4.16,12,14724.5,1547.47,7799.72,113.79,113.79,653.78,288,612.04,1.66,1,8.95,1.02,17.75,0.35,0.95,0.98
4.16,12,14720.8,1547.46,7751.13,113.77,113.77,641.42,288,606.69,1.66,1,8.95,1.02,17.25,0.34,0.98,0.98
5.14,15,21623.88,1924.33,8465.57,175.2,175.2,686.26,288,629.82,2.09,1,11.05,1.03,24.08,0.48,1,1
9.3,27,72761.6,3560.39,9767.8,645.01,645.01,1105.25,288,785.78,4.51,1,22.87,1.05,91.85,1.82,0.96,0.98
4.16,12,14721.22,1547.46,7766.17,113.76,113.76,630.6,288,604.3,1.66,1,8.86,1.02,16.73,0.33,0.98,1
2.09,6,6233.13,1353.01,6817.72,23.95,23.95,616.23,288,576.94,1.3,1,7.1,1.02,21.46,0.27,0.95,0.98
2.09,6,3384.11,1381.04,6858.44,28.98,28.98,505.64,288,560.66,1.22,1,6.49,1.02,0.83,0.13,0.97,1
7.15,21,38998.17,2678.07,9122.95,332.34,332.34,814.2,288,686.03,2.98,1,15.53,1.04,43.3,0.86,0.99,0.99
4.16,12,14716.74,1547.44,7691.37,113.72,113.72,636.87,288,603,1.67,1,9.03,1.02,17.11,0.34,1,0.98
6.18,18,29764.99,2306.95,8810,246.01,246.01,781.92,288,669.6,2.51,1,13.31,1.03,34.73,0.69,0.97,0.98
9.3,27,72768.36,3560.4,9758.95,644.8,644.8,1081.25,288,779.39,4.52,1,22.72,1.05,89.79,1.78,0.97,0.98
8.21,24,50994.65,3087.52,9309.39,438.01,438.01,928.52,288,733.54,3.58,1,18.51,1.04,60.74,1.2,0.97,0.98
1.14,3,777.42,1345.74,6637.85,7.29,7.29,473.87,288,548.6,1.12,1,6.04,1.02,12.09,0.1,0.97,0.98
1.14,3,4433.32,1339.31,6621.44,6.92,6.92,584.75,288,562.76,1.24,1,6.75,1.02,22.78,0.24,0.99,0.98
4.16,12,14720.11,1547.46,7752.03,113.75,113.75,624.1,288,601.92,1.66,1,8.84,1.02,16.45,0.33,0.99,1
1.14,3,5371.67,1342.59,6632.2,7.17,7.17,622.64,288,570.3,1.27,1,6.97,1.02,22.66,0.28,0.97,0.98
1.14,3,1052.95,1375.74,6675.15,8.93,8.93,460.71,288,546.32,1.13,1,6.02,1.02,0,0.08,0.98,0.99
8.21,24,50992.48,3087.42,9300.34,438.09,438.09,922.38,288,729.71,3.6,1,18.63,1.04,60.48,1.2,0.99,0.98
4.16,12,14720.96,1547.46,7765.14,113.76,113.76,625.46,288,602.82,1.66,1,8.82,1.02,16.5,0.33,0.98,1
1.14,3,3020.33,1331.72,6618.93,6.5,6.5,547.12,288,557.12,1.2,1,6.48,1.02,24.92,0.2,0.98,0.98
7.15,21,38978.45,2678.08,9137.46,332.05,332.05,840.95,288,697.24,2.96,1,15.48,1.04,44.84,0.89,0.95,0.99
9.3,27,72770.87,3560.41,9768.59,644.97,644.97,1087.39,288,781.62,4.5,1,22.62,1.05,90.13,1.78,0.97,0.99
8.21,24,50994.11,3087.51,9309.66,438.06,438.06,919.56,288,731.31,3.58,1,18.4,1.04,60,1.19,0.98,0.99
4.16,12,14723.34,1547.46,7781.5,113.78,113.78,651.4,288,610.65,1.66,1,8.96,1.02,17.67,0.35,0.96,0.98
6.18,18,29762.41,2306.87,8807.96,245.92,245.92,789.07,288,671.44,2.51,1,13.37,1.03,35.17,0.7,0.97,0.98
4.16,12,14717.48,1547.44,7701.87,113.73,113.73,637.75,288,603.67,1.67,1,9.01,1.02,17.14,0.34,0.99,0.98
2.09,6,5475.78,1346.67,6802.06,22.79,22.79,596.69,288,573.25,1.28,1,6.97,1.02,23.3,0.25,0.96,0.98
5.14,15,21622.57,1924.31,8455.05,175.23,175.23,706.34,288,634.44,2.09,1,11.24,1.03,25.21,0.5,0.99,0.98
7.15,21,39001.1,2678.04,9118.7,332.32,332.32,834.09,288,690.71,2.98,1,15.76,1.04,44.77,0.89,0.98,0.98
1.14,3,5759.84,1400.45,6711.14,10.47,10.47,598.65,288,569.24,1.3,1,6.96,1.02,0,0.25,0.98,1
3.14,9,8381.35,1386.77,7166.53,60.38,60.38,587.62,288,584.08,1.39,1,7.42,1.02,12.33,0.24,0.95,1
4.16,12,14718.76,1547.45,7724.34,113.75,113.75,634.74,288,603.76,1.66,1,8.95,1.02,16.97,0.34,0.99,0.99
3.14,9,8378.09,1386.75,7091.96,60.35,60.35,597.93,288,584.48,1.39,1,7.56,1.02,12.78,0.25,0.96,0.98
5.14,15,21635.51,1924.32,8492.69,175.3,175.3,727.32,288,644.26,2.08,1,11.18,1.03,26.16,0.52,0.95,0.98
2.09,6,4858.98,1394.28,6806.13,31.5,31.5,546.46,288,565.53,1.27,1,6.85,1.02,0,0.18,0.98,0.99
5.14,15,21636.16,1924.32,8497.13,175.29,175.29,719.35,288,642.47,2.08,1,11.1,1.03,25.72,0.51,0.96,0.98
7.15,21,39011.35,2677.99,9114.33,332.53,332.53,812.56,288,683.48,2.99,1,15.67,1.04,43.37,0.86,1,0.99
2.09,6,4092.57,1390.36,6816.87,30.74,30.74,527.86,288,563.39,1.25,1,6.69,1.02,0,0.16,0.98,0.99
9.3,27,72770.13,3560.42,9777,644.83,644.83,1097.47,288,784.7,4.5,1,22.59,1.05,90.86,1.8,0.96,0.99
2.09,6,3716.97,1345.07,6712.16,22.41,22.41,534.22,288,559.01,1.23,1,6.68,1.02,21.87,0.18,1,0.98
7.15,21,38998.6,2678.05,9120.11,332.4,332.4,837.79,288,692.11,2.98,1,15.76,1.04,44.99,0.89,0.98,0.98
9.3,27,72763.03,3560.38,9741.35,644.77,644.77,1067.67,288,774.81,4.54,1,22.86,1.05,88.92,1.76,0.99,0.98
5.14,15,21625.69,1924.32,8466.71,175.25,175.25,699.71,288,633.78,2.09,1,11.13,1.03,24.8,0.49,0.99,0.99
9.3,27,72758.19,3560.37,9730.61,644.71,644.71,1062.83,288,772.92,4.55,1,22.99,1.05,88.71,1.76,0.99,0.98
4.16,12,14719.28,1547.45,7722.42,113.75,113.75,647.1,288,607.07,1.66,1,9.04,1.02,17.54,0.35,0.98,0.98
8.21,24,50994.59,3087.48,9308.29,438.11,438.11,937.97,288,735.65,3.59,1,18.65,1.04,61.55,1.22,0.97,0.98
9.3,27,72771.02,3560.39,9739.88,645.1,645.1,1045.57,288,769.18,4.54,1,22.61,1.05,86.83,1.72,1,0.99
7.15,21,38980.44,2678.09,9134.93,332.13,332.13,847.83,288,698.59,2.96,1,15.58,1.04,45.36,0.9,0.95,0.98
7.15,21,39005.18,2678.02,9116.94,332.35,332.35,824.71,288,687.6,2.99,1,15.72,1.04,44.16,0.87,0.99,0.98
5.14,15,21637.41,1924.35,8507.82,175.34,175.34,701.95,288,638.61,2.08,1,10.93,1.03,24.74,0.49,0.96,1
9.3,27,72753.51,3560.35,9720.84,644.82,644.82,1059.18,288,771.43,4.56,1,23.11,1.05,88.59,1.75,1,0.98
1.14,3,5740.55,1357.74,6636.88,8.01,8.01,624.04,288,570.58,1.29,1,7.04,1.02,15.41,0.28,0.98,0.98
4.16,12,14721.78,1547.46,7772.94,113.76,113.76,631.94,288,604.94,1.66,1,8.85,1.02,16.79,0.33,0.98,1
9.3,27,72759.62,3560.37,9730.23,644.86,644.86,1058.94,288,771.92,4.55,1,22.95,1.05,88.35,1.75,1,0.98
4.16,12,14725.05,1547.47,7811.85,113.79,113.79,648.49,288,611.08,1.66,1,8.89,1.02,17.5,0.35,0.95,0.99
8.21,24,50996.89,3087.6,9317.67,437.99,437.99,935.3,288,737.36,3.57,1,18.43,1.04,61.06,1.21,0.96,0.99
4.16,12,14723.26,1547.47,7788.3,113.79,113.79,642.53,288,608.49,1.66,1,8.89,1.02,17.26,0.34,0.96,0.99
9.3,27,72770.75,3560.4,9755.36,645.01,645.01,1069.17,288,776.17,4.52,1,22.63,1.05,88.72,1.76,0.98,0.99
2.09,6,3739.02,1386.91,6728.8,30.06,30.06,518.37,288,559.16,1.24,1,6.72,1.02,0,0.15,1,0.98
4.16,12,14720.95,1547.46,7753.11,113.77,113.77,640.55,288,606.53,1.66,1,8.94,1.02,17.21,0.34,0.98,0.99
6.18,18,29797.86,2307.23,8846.76,246.3,246.3,775.7,288,671.01,2.5,1,13.08,1.03,34.17,0.68,0.95,1
1.14,3,3643.13,1316.23,6627.52,5.59,5.59,557.89,288,556.66,1.21,1,6.52,1.02,30.21,0.22,0.99,1
1.14,3,4421.75,1341.8,6619.67,7.05,7.05,580.35,288,561.71,1.24,1,6.74,1.02,21.83,0.24,0.99,0.99
4.16,12,14723.83,1547.47,7788.72,113.79,113.79,654.15,288,611.7,1.66,1,8.97,1.02,17.78,0.35,0.96,0.98
4.16,12,14717.88,1547.45,7719.9,113.74,113.74,621.41,288,599.89,1.66,1,8.87,1.02,16.36,0.32,1,1
2.09,6,6361.23,1389.39,6785.29,30.61,30.61,586.28,288,569.85,1.32,1,7.12,1.02,1.04,0.24,0.99,0.99
5.14,15,21629.02,1924.33,8479.47,175.28,175.28,696.63,288,634.21,2.08,1,11.04,1.03,24.58,0.49,0.98,0.99
4.16,12,14719.73,1547.46,7747.61,113.76,113.76,623.23,288,601.5,1.66,1,8.84,1.02,16.41,0.33,0.99,1
2.09,6,5021.95,1344.62,6784.07,22.41,22.41,585.63,288,571.15,1.27,1,6.92,1.02,24.09,0.24,0.96,0.98
3.14,9,8379.31,1386.76,7123.06,60.36,60.36,586.96,288,582.34,1.39,1,7.46,1.02,12.32,0.24,0.96,0.99
8.21,24,50994.12,3087.53,9321.54,438.09,438.09,918.92,288,734.23,3.56,1,18.15,1.04,59.6,1.18,0.96,1
1.14,3,3335.76,1367.91,6589,8.3,8.3,542.37,288,556.81,1.22,1,6.62,1.02,9.2,0.18,1,0.98
9.3,27,72778.13,3560.42,9767.16,644.84,644.84,1065.9,288,776.31,4.5,1,22.36,1.05,88.1,1.74,0.98,1
3.14,9,8374.89,1386.73,7042.19,60.31,60.31,573.59,288,575.43,1.39,1,7.49,1.02,11.83,0.23,1,0.99
7.15,21,39005.88,2678.03,9118.26,332.42,332.42,807.81,288,683.06,2.99,1,15.56,1.04,42.95,0.85,1,0.99
4.16,12,14726.01,1547.48,7834.25,113.82,113.82,638.99,288,609.33,1.65,1,8.8,1.02,17.04,0.34,0.95,1
6.18,18,29795.56,2307.27,8835.61,246.26,246.26,764.12,288,666.72,2.5,1,13.05,1.03,33.53,0.66,0.97,1
9.3,27,72769.7,3560.4,9749.81,645.03,645.03,1063.73,288,774.42,4.53,1,22.66,1.05,88.34,1.75,0.99,0.99
3.14,9,8374.1,1386.72,7024.66,60.29,60.29,579.09,288,576.43,1.39,1,7.54,1.02,12.06,0.24,1,0.98
9.3,27,72773.72,3560.4,9750.56,645.01,645.01,1054.28,288,772.13,4.52,1,22.53,1.05,87.41,1.73,0.99,1
3.14,9,8374.31,1386.73,7026.12,60.29,60.29,581.98,288,577.34,1.39,1,7.56,1.02,12.18,0.24,0.99,0.98
4.16,12,14722.94,1547.46,7782.01,113.76,113.76,643.81,288,608.59,1.66,1,8.91,1.02,17.32,0.34,0.97,0.99
5.14,15,21628.51,1924.34,8479.33,175.28,175.28,690.88,288,632.55,2.08,1,11,1.03,24.27,0.48,0.99,1
6.18,18,29762.23,2306.82,8795.17,246,246,763.59,288,663.06,2.51,1,13.26,1.03,33.7,0.67,0.99,0.99
5.14,15,21626.76,1924.31,8466.96,175.24,175.24,711.51,288,637.14,2.09,1,11.21,1.03,25.44,0.5,0.98,0.98
3.14,9,8379.54,1386.76,7120.11,60.36,60.36,600.92,288,586.39,1.39,1,7.54,1.02,12.88,0.26,0.95,0.98
1.14,3,4024.45,1415.98,6725.4,11.43,11.43,555.73,288,564.6,1.24,1,6.68,1.02,0,0.19,0.97,0.99
1.14,3,3807.39,1415.41,6714.92,11.35,11.35,543.45,288,561.65,1.24,1,6.62,1.02,0,0.18,0.98,0.99
5.14,15,21629.57,1924.32,8477.87,175.29,175.29,705.84,288,636.67,2.08,1,11.11,1.03,25.08,0.5,0.98,0.99
4.16,12,14717.23,1547.44,7695.88,113.73,113.73,639.07,288,603.79,1.67,1,9.03,1.02,17.2,0.34,1,0.98
9.3,27,72763.9,3560.39,9765.56,644.73,644.73,1097.93,288,783.88,4.51,1,22.81,1.05,91.21,1.81,0.96,0.98
3.14,9,8379.86,1386.76,7134.87,60.37,60.37,587.97,288,583.07,1.39,1,7.45,1.02,12.36,0.25,0.96,0.99
1.14,3,4593.44,1414.81,6738.9,11.43,11.43,581.62,288,570.16,1.26,1,6.81,1.02,0,0.22,0.96,0.99
6.18,18,29793.14,2307.36,8827.35,246.23,246.23,771.03,288,667.98,2.5,1,13.15,1.03,33.99,0.67,0.97,0.99
5.14,15,21626.16,1924.34,8473.7,175.24,175.24,685.04,288,630.3,2.09,1,10.99,1.03,23.97,0.48,1,1
8.21,24,50993.32,3087.47,9308.03,438.02,438.02,905.38,288,727.24,3.58,1,18.27,1.04,58.88,1.17,0.98,1
7.15,21,38982.61,2678.08,9133.99,332.11,332.11,834.45,288,694.53,2.96,1,15.49,1.04,44.46,0.88,0.96,0.99
1.14,3,2940.39,1310.32,6671.62,5.36,5.36,546,288,557.32,1.19,1,6.37,1.02,31.31,0.2,0.97,1
5.14,15,21638.39,1924.35,8509.14,175.35,175.35,709.83,288,641,2.07,1,10.98,1.03,25.16,0.5,0.95,1
4.16,12,14718.47,1547.45,7726.84,113.74,113.74,625.26,288,601.24,1.66,1,8.89,1.02,16.53,0.33,1,0.99
6.18,18,29761.45,2306.84,8787.08,246.02,246.02,770.74,288,664.39,2.52,1,13.35,1.03,34.18,0.68,0.99,0.98
2.09,6,3915.13,1388.79,6739.98,30.41,30.41,519.52,288,559.05,1.24,1,6.73,1.02,0,0.15,1,0.98
5.14,15,21624.82,1924.34,8469.13,175.26,175.26,682.57,288,629.12,2.09,1,11,1.03,23.86,0.47,1,1
3.14,9,8375.63,1386.74,7047.23,60.32,60.32,588.87,288,580.16,1.39,1,7.57,1.02,12.44,0.25,0.98,0.98
4.16,12,14720.44,1547.45,7744.96,113.76,113.76,642.72,288,606.79,1.66,1,8.97,1.02,17.31,0.34,0.98,0.98
4.16,12,14719.79,1547.45,7730.98,113.75,113.75,647.57,288,607.55,1.66,1,9.03,1.02,17.55,0.35,0.98,0.98
2.09,6,2850.65,1360.86,6815.35,25.26,25.26,504.71,288,559.43,1.2,1,6.44,1.02,11.57,0.14,0.97,0.99
5.14,15,21629.39,1924.31,8473.62,175.24,175.24,719.68,288,640.13,2.09,1,11.23,1.03,25.84,0.51,0.97,0.98
2.09,6,3387.76,1381.58,6817.96,29.08,29.08,509.69,288,560.84,1.22,1,6.56,1.02,0.69,0.14,0.97,0.99
9.3,27,72780.41,3560.42,9776.63,644.93,644.93,1073.98,288,779.09,4.49,1,22.28,1.05,88.63,1.75,0.97,1
7.15,21,38997.51,2678.05,9121.12,332.25,332.25,835.7,288,691.76,2.98,1,15.73,1.04,44.82,0.89,0.98,0.98
2.09,6,5289.39,1394.84,6783.2,31.62,31.62,559.93,288,566.95,1.29,1,6.96,1.02,0,0.2,0.99,0.98
