X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
3.14,9,8373.91,1386.72,7016.82,60.29,60.29,582.7,288,577.22,1.39,1,7.57,1.02,12.21,0.24
8.21,24,50993.97,3087.49,9306.91,438,438,916.22,288,729.76,3.59,1,18.42,1.04,59.8,1.18
5.14,15,21633.64,1924.31,8486.88,175.28,175.28,724.08,288,642.74,2.08,1,11.19,1.03,26.02,0.52
3.14,9,8380.33,1386.76,7145.2,60.38,60.38,584.79,288,582.48,1.39,1,7.43,1.02,12.23,0.24
2.09,6,6599.71,1358.03,6748.75,24.81,24.81,597.69,288,568,1.32,1,7.12,1.02,18.27,0.26
2.09,6,2836.8,1366,6804.29,26.18,26.18,502.82,288,559.24,1.2,1,6.46,1.02,8.6,0.13
3.14,9,8374.74,1386.73,7040.71,60.31,60.31,570.76,288,574.53,1.39,1,7.48,1.02,11.71,0.23
5.14,15,21621.94,1924.31,8454.95,175.23,175.23,699,288,632.36,2.09,1,11.19,1.03,24.82,0.49
8.21,24,50991.37,3087.36,9297.71,438.06,438.06,920.83,288,728.67,3.6,1,18.66,1.04,60.43,1.2
5.14,15,21621.51,1924.31,8453.17,175.2,175.2,699.46,288,632.3,2.09,1,11.2,1.03,24.85,0.49
1.14,3,6509.17,1337.38,6649.02,6.84,6.84,643.41,288,571.99,1.3,1,7.08,1.02,24.04,0.31
2.09,6,3635.56,1347.19,6852.34,22.84,22.84,532.62,288,563.93,1.22,1,6.54,1.02,20.33,0.18
5.14,15,21633.77,1924.33,8491.14,175.31,175.31,711.66,288,639.68,2.08,1,11.08,1.03,25.34,0.5
8.21,24,50993.82,3087.49,9306.77,438.06,438.06,914.52,288,729.29,3.59,1,18.41,1.04,59.66,1.18
9.3,27,72779.31,3560.43,9781.62,645.01,645.01,1082.46,288,781.57,4.49,1,22.3,1.05,89.3,1.77
4.16,12,14721.49,1547.46,7760.12,113.77,113.77,643.23,288,607.55,1.66,1,8.95,1.02,17.32,0.34
1.14,3,6191.35,1397.97,6733.81,10.43,10.43,626.85,288,576.31,1.31,1,7.08,1.02,0,0.27
8.21,24,50995.89,3087.59,9320.34,438.12,438.12,932.56,288,737.38,3.57,1,18.33,1.04,60.76,1.2
1.14,3,2040.26,1407.15,6727.95,10.96,10.96,510.38,288,560.09,1.17,1,6.33,1.02,0,0.13
9.3,27,72775.06,3560.43,9788.83,644.88,644.88,1101.29,288,786.64,4.48,1,22.41,1.05,90.9,1.8
8.21,24,50993.59,3087.48,9302.06,438.1,438.1,918.14,288,729.04,3.59,1,18.54,1.04,60.09,1.19
1.14,3,955.73,1357.35,6641.16,7.9,7.9,468.22,288,547.38,1.12,1,6.06,1.02,5.8,0.09
5.14,15,21637.63,1924.34,8504.5,175.3,175.3,713.11,288,641.46,2.08,1,11.02,1.03,25.36,0.5
5.14,15,21633.42,1924.33,8490.18,175.26,175.26,711.13,288,639.43,2.08,1,11.08,1.03,25.31,0.5
4.16,12,14720.84,1547.46,7759.71,113.77,113.77,630.57,288,604.03,1.66,1,8.87,1.02,16.74,0.33
9.3,27,72766.13,3560.41,9777.74,645.09,645.09,1106.58,288,786.89,4.5,1,22.7,1.05,91.71,1.82
1.14,3,5414.89,1318.59,6686.94,5.87,5.87,619.7,288,569.97,1.27,1,6.84,1.02,31.03,0.29
7.15,21,39005.01,2678.02,9116.3,332.34,332.34,832.5,288,689.67,2.99,1,15.79,1.04,44.71,0.89
4.16,12,14719.73,1547.45,7739,113.74,113.74,633.92,288,604.13,1.66,1,8.92,1.02,16.92,0.34
6.18,18,29795.23,2307.3,8836.45,246.26,246.26,786.52,288,673.19,2.5,1,13.21,1.03,34.88,0.69
8.21,24,50987.58,3087.21,9292.44,437.96,437.96,917.8,288,726.62,3.61,1,18.73,1.04,60.32,1.19
5.14,15,21627.79,1924.31,8468.93,175.25,175.25,717.06,288,638.91,2.09,1,11.24,1.03,25.73,0.51
4.16,12,14722.98,1547.47,7790.87,113.78,113.78,634.24,288,606.29,1.66,1,8.84,1.02,16.87,0.33
3.14,9,8375.89,1386.74,7055.78,60.31,60.31,582.74,288,578.66,1.39,1,7.52,1.02,12.19,0.24
5.14,15,21632.96,1924.33,8489.16,175.26,175.26,709.12,288,638.76,2.08,1,11.08,1.03,25.21,0.5
5.14,15,21628.69,1924.32,8475.13,175.25,175.25,707.24,288,636.78,2.09,1,11.14,1.03,25.17,0.5
7.15,21,38991.91,2678.06,9125.01,332.31,332.31,839.34,288,693.74,2.97,1,15.69,1.04,44.99,0.89
9.3,27,72762.21,3560.39,9753.81,644.81,644.81,1086.58,288,780.3,4.52,1,22.88,1.05,90.44,1.79
8.21,24,50993.48,3087.47,9300.19,438.08,438.08,912.77,288,727.18,3.6,1,18.52,1.04,59.7,1.18
9.3,27,72760.52,3560.37,9728.73,644.71,644.71,1054.02,288,770.58,4.55,1,22.91,1.05,87.91,1.74
6.18,18,29761.88,2306.78,8799.3,246,246,770.35,288,665.36,2.51,1,13.28,1.03,34.09,0.68
2.09,6,4680.33,1393.78,6814.9,31.4,31.4,542.16,288,565.3,1.27,1,6.81,1.02,0,0.18
6.18,18,29792.31,2307.37,8823.92,246.27,246.27,760.05,288,664.53,2.5,1,13.08,1.03,33.34,0.66
2.09,6,3436.42,1347.67,6789.14,22.91,22.91,534.28,288,563.35,1.22,1,6.6,1.02,20.08,0.18
6.18,18,29790.52,2307.45,8817.63,246.22,246.22,758.57,288,663.55,2.51,1,13.11,1.03,33.29,0.66
4.16,12,14722.23,1547.46,7762.68,113.78,113.78,655.36,288,610.97,1.66,1,9.02,1.02,17.87,0.35
7.15,21,38990.74,2678.07,9126.55,332.31,332.31,834.52,288,692.74,2.97,1,15.62,1.04,44.63,0.88
6.18,18,29761.3,2306.79,8798.4,246.02,246.02,781.14,288,668.35,2.51,1,13.37,1.03,34.75,0.69
6.18,18,29769.71,2307.03,8811.83,246.03,246.03,757.49,288,662.77,2.51,1,13.12,1.03,33.24,0.66
4.16,12,14718.97,1547.46,7738.58,113.75,113.75,620.22,288,600.3,1.66,1,8.84,1.02,16.28,0.32
9.3,27,72772.24,3560.39,9742.94,644.86,644.86,1046.83,288,769.71,4.53,1,22.57,1.05,86.88,1.72
7.15,21,39009.59,2678.01,9115.87,332.52,332.52,807.91,288,682.51,2.99,1,15.6,1.04,43.01,0.85
4.16,12,14722.01,1547.46,7773.75,113.78,113.78,635.85,288,606.06,1.66,1,8.88,1.02,16.97,0.34
6.18,18,29762.34,2306.76,8804.34,245.94,245.94,763.34,288,663.81,2.51,1,13.2,1.03,33.63,0.67
4.16,12,14719.43,1547.45,7736.54,113.74,113.74,632.18,288,603.55,1.66,1,8.92,1.02,16.84,0.33
4.16,12,14723.63,1547.47,7796.63,113.78,113.78,640.39,288,608.23,1.66,1,8.87,1.02,17.15,0.34
3.14,9,8378.49,1386.75,7097.97,60.35,60.35,603.19,288,586.25,1.39,1,7.58,1.02,12.98,0.26
5.14,15,21632.66,1924.32,8484.79,175.26,175.26,718.46,288,640.95,2.08,1,11.16,1.03,25.73,0.51
7.15,21,39000.64,2678.04,9119.81,332.28,332.28,826.94,288,688.94,2.98,1,15.68,1.04,44.25,0.88
3.14,9,8377.98,1386.75,7100.86,60.35,60.35,580.02,288,579.47,1.39,1,7.45,1.02,12.06,0.24
6.18,18,29794.56,2307.31,8832.69,246.25,246.25,772.04,288,668.74,2.5,1,13.12,1.03,34.03,0.67
4.16,12,14722.37,1547.46,7768.34,113.76,113.76,651.32,288,610.1,1.66,1,8.98,1.02,17.68,0.35
6.18,18,29791.26,2307.45,8822.72,246.24,246.24,792.76,288,673.74,2.5,1,13.33,1.03,35.33,0.7
1.14,3,1001.9,1376.29,6665.38,9.06,9.06,477.72,288,552.11,1.13,1,6.12,1.02,1.03,0.1
6.18,18,29790.19,2307.49,8818.03,246.19,246.19,777.59,288,669.03,2.51,1,13.24,1.03,34.44,0.68
3.14,9,8379.81,1386.76,7127.6,60.37,60.37,599.74,288,586.31,1.39,1,7.52,1.02,12.83,0.25
8.21,24,50994.05,3087.49,9304.81,438.07,438.07,921.44,288,730.58,3.59,1,18.53,1.04,60.29,1.19
8.21,24,50993.94,3087.51,9316.27,437.97,437.97,915.44,288,731.96,3.57,1,18.22,1.04,59.47,1.18
4.16,12,14725.68,1547.48,7829.83,113.81,113.81,639.38,288,609.27,1.65,1,8.81,1.02,17.07,0.34
4.16,12,14717.05,1547.44,7697.35,113.73,113.73,635.56,288,602.88,1.67,1,9.01,1.02,17.04,0.34
5.14,15,21627.91,1924.31,8469.83,175.23,175.23,716.07,288,638.72,2.09,1,11.23,1.03,25.67,0.51
8.21,24,50994.13,3087.5,9305.24,437.97,437.97,920.39,288,730.41,3.59,1,18.5,1.04,60.19,1.19
8.21,24,50994.94,3087.55,9315.13,438.02,438.02,930.82,288,735.59,3.58,1,18.42,1.04,60.76,1.2
6.18,18,29795.73,2307.26,8836.74,246.33,246.33,766.21,288,667.42,2.5,1,13.06,1.03,33.65,0.67
2.09,6,4137.38,1390.64,6814.85,30.79,30.79,528.77,288,563.43,1.25,1,6.71,1.02,0,0.16
4.16,12,14722.08,1547.46,7775.74,113.77,113.77,634.99,288,605.9,1.66,1,8.87,1.02,16.92,0.34
2.09,6,3217.97,1350.99,6852.32,23.51,23.51,518.5,288,561.91,1.21,1,6.46,1.02,17.48,0.16
7.15,21,38984.1,2678.08,9131.96,332.22,332.22,838.54,288,695.21,2.97,1,15.56,1.04,44.79,0.89
1.14,3,2677.03,1406.22,6676.54,10.71,10.71,504.56,288,553.24,1.2,1,6.39,1.02,0,0.14
1.14,3,3408.97,1309.22,6681.51,5.35,5.35,566.7,288,561.77,1.2,1,6.48,1.02,32.62,0.23
9.3,27,72778.07,3560.41,9767.45,644.83,644.83,1067.85,288,776.81,4.5,1,22.38,1.05,88.28,1.75
6.18,18,29761.04,2306.82,8781.02,246,246,769.36,288,663.45,2.52,1,13.38,1.03,34.13,0.68
8.21,24,50993.99,3087.5,9311.87,438.1,438.1,916.12,288,730.99,3.58,1,18.32,1.04,59.65,1.18
2.09,6,6283.43,1390.6,6774.31,30.83,30.83,585.4,288,569.69,1.32,1,7.13,1.02,0,0.23
1.14,3,6763.01,1382.57,6697.64,9.38,9.38,620.93,288,570.35,1.32,1,7.08,1.02,0,0.28
3.14,9,8379.66,1386.76,7125.27,60.35,60.35,599.28,288,586.09,1.39,1,7.52,1.02,12.81,0.25
2.09,6,3186.81,1351.4,6820.94,23.57,23.57,519.98,288,561.58,1.21,1,6.5,1.02,17.33,0.16
3.14,9,8376.05,1386.74,7069.44,60.32,60.32,566.3,288,574.22,1.39,1,7.42,1.02,11.52,0.23
7.15,21,39002.4,2678.06,9121.25,332.3,332.3,801.89,288,682.06,2.98,1,15.46,1.04,42.48,0.84
1.14,3,4491.22,1362.97,6613.42,8.26,8.26,578.82,288,562.58,1.25,1,6.81,1.02,12.53,0.23
3.14,9,8380.95,1386.77,7160.21,60.38,60.38,582.53,288,582.33,1.39,1,7.4,1.02,12.13,0.24
6.18,18,29790.04,2307.49,8818.2,246.18,246.18,784.07,288,670.88,2.51,1,13.29,1.03,34.84,0.69
8.21,24,50988.69,3087.25,9292.35,437.91,437.91,916.09,288,726.15,3.61,1,18.71,1.04,60.18,1.19
5.14,15,21634.73,1924.33,8494.03,175.3,175.3,713.24,288,640.43,2.08,1,11.08,1.03,25.41,0.5
1.14,3,4581.94,1378.15,6628.56,9.12,9.12,573.02,288,562.51,1.26,1,6.82,1.02,5.57,0.22
3.14,9,8377.49,1386.75,7088.73,60.34,60.34,581.5,288,579.48,1.39,1,7.48,1.02,12.12,0.24
5.14,15,21638.21,1924.35,8508.09,175.3,175.3,707.82,288,640.32,2.07,1,10.97,1.03,25.06,0.5
2.09,6,6337.5,1353.63,6733.94,24.01,24.01,595.1,288,567.39,1.31,1,7.1,1.02,20.29,0.26
8.21,24,50992.58,3087.43,9300.27,438.02,438.02,892.95,288,722.03,3.59,1,18.29,1.04,58.06,1.15
2.09,6,3754.54,1346.19,6844.06,22.67,22.67,538.72,288,564.85,1.23,1,6.57,1.02,21.28,0.18
3.14,9,8375.12,1386.73,7046.86,60.31,60.31,573.24,288,575.5,1.39,1,7.49,1.02,11.81,0.23
4.16,12,14724.8,1547.47,7817.77,113.8,113.8,635.78,288,607.79,1.66,1,8.8,1.02,16.91,0.34
9.3,27,72761.74,3560.39,9765.07,644.71,644.71,1100.88,288,784.54,4.51,1,22.86,1.05,91.5,1.81
9.3,27,72768.42,3560.43,9784.73,645.03,645.03,1108.61,288,787.96,4.49,1,22.59,1.05,91.71,1.82
3.14,9,8373.99,1386.72,7018.26,60.29,60.29,585.62,288,578.13,1.39,1,7.59,1.02,12.33,0.24
7.15,21,38984.83,2678.08,9132.55,332.11,332.11,829.03,288,692.63,2.97,1,15.47,1.04,44.12,0.87
8.21,24,50994.33,3087.54,9322.43,437.99,437.99,923.01,288,735.51,3.56,1,18.18,1.04,59.91,1.19
6.18,18,29795.5,2307.3,8837.69,246.33,246.33,790.34,288,674.38,2.5,1,13.23,1.03,35.1,0.7
9.3,27,72762.83,3560.39,9748.64,644.77,644.77,1078.14,288,777.89,4.53,1,22.86,1.05,89.75,1.78
2.09,6,4565.27,1393.54,6793.63,31.36,31.36,540.99,288,564.62,1.27,1,6.81,1.02,0,0.17
2.09,6,6393.24,1388.58,6817.65,30.47,30.47,583.48,288,570.05,1.32,1,7.07,1.02,1.34,0.23
5.14,15,21635.19,1924.32,8491.66,175.29,175.29,725.25,288,643.57,2.08,1,11.17,1.03,26.06,0.52
5.14,15,21624.35,1924.31,8461.34,175.2,175.2,703.99,288,634.43,2.09,1,11.19,1.03,25.06,0.5
6.18,18,29798.58,2307.21,8853.16,246.39,246.39,774.1,288,671.12,2.49,1,13.03,1.03,34.04,0.67
3.14,9,8378.9,1386.76,7123.26,60.36,60.36,575.43,288,578.88,1.39,1,7.4,1.02,11.86,0.24
6.18,18,29794.35,2307.34,8833.48,246.26,246.26,793.13,288,674.8,2.5,1,13.28,1.03,35.3,0.7
5.14,15,21627.12,1924.33,8473.02,175.23,175.23,695.98,288,633.36,2.09,1,11.07,1.03,24.57,0.49
9.3,27,72779.12,3560.43,9779.77,645.06,645.06,1082.17,288,781.33,4.49,1,22.33,1.05,89.33,1.77
4.16,12,14725.9,1547.48,7825.02,113.81,113.81,647.27,288,611.27,1.65,1,8.86,1.02,17.43,0.35
6.18,18,29796.53,2307.26,8840.45,246.32,246.32,778.93,288,671.38,2.5,1,13.13,1.03,34.4,0.68
4.16,12,14723.24,1547.47,7793.45,113.79,113.79,635.99,288,606.89,1.66,1,8.84,1.02,16.95,0.34
7.15,21,38990.03,2678.07,9127.04,332.17,332.17,835.19,288,693.05,2.97,1,15.62,1.04,44.66,0.88
7.15,21,39002.98,2678.04,9118.39,332.44,332.44,824.98,288,688.03,2.98,1,15.69,1.04,44.14,0.87
4.16,12,14721.24,1547.46,7754.19,113.76,113.76,645.87,288,608.03,1.66,1,8.97,1.02,17.45,0.35
4.16,12,14722.25,1547.47,7783.18,113.78,113.78,629,288,604.53,1.66,1,8.82,1.02,16.64,0.33
4.16,12,14722.85,1547.46,7776.89,113.78,113.78,650.47,288,610.21,1.66,1,8.96,1.02,17.63,0.35
2.09,6,5534.98,1347.16,6763.77,22.82,22.82,567.19,288,563.09,1.28,1,6.88,1.02,21.94,0.23
5.14,15,21629.5,1924.32,8477.91,175.25,175.25,707.31,288,637.09,2.08,1,11.12,1.03,25.16,0.5
5.14,15,21625.19,1924.33,8468.33,175.23,175.23,689.17,288,630.94,2.09,1,11.05,1.03,24.22,0.48
4.16,12,14724.21,1547.47,7798.47,113.8,113.8,648.38,288,610.51,1.66,1,8.91,1.02,17.51,0.35
2.09,6,4810.4,1394.21,6801.41,31.49,31.49,545.54,288,565.22,1.27,1,6.84,1.02,0,0.18
1.14,3,4859.79,1343.29,6624.17,7.15,7.15,596.71,288,564.81,1.26,1,6.84,1.02,21.33,0.25
6.18,18,29761.35,2306.83,8795.31,245.98,245.98,779.61,288,667.64,2.51,1,13.37,1.03,34.67,0.69
7.15,21,38997.97,2678.06,9121.77,332.3,332.3,826.19,288,689.2,2.98,1,15.64,1.04,44.16,0.87
4.16,12,14717.31,1547.45,7704.62,113.73,113.73,629.49,288,601.51,1.67,1,8.95,1.02,16.75,0.33
1.14,3,720.09,1362.11,6663.22,8.14,8.14,451.77,288,544.54,1.12,1,5.95,1.02,0,0.07
4.16,12,14718.32,1547.45,7729.64,113.74,113.74,617.24,288,599.11,1.66,1,8.83,1.02,16.15,0.32
1.14,3,1713.12,1382.18,6651.62,9.26,9.26,476.53,288,547.43,1.16,1,6.18,1.02,1.87,0.11
7.15,21,39013.37,2677.96,9112.16,332.43,332.43,823.29,288,686.04,2.99,1,15.79,1.04,44.16,0.87
7.15,21,38990.93,2678.07,9127.67,332.26,332.26,824.04,288,690.01,2.97,1,15.52,1.04,43.88,0.87
7.15,21,38981.6,2678.08,9135.51,332.13,332.13,831.4,288,694.03,2.96,1,15.44,1.04,44.22,0.88
9.3,27,72766.57,3560.4,9760.7,645.04,645.04,1086.39,288,780.76,4.51,1,22.75,1.05,90.24,1.79
7.15,21,38978.09,2678.08,9140.54,332.13,332.13,823.09,288,692.86,2.95,1,15.29,1.04,43.55,0.86
7.15,21,39009.02,2678,9115.14,332.38,332.38,818.79,288,685.47,2.99,1,15.7,1.04,43.79,0.87
3.14,9,8375.93,1386.74,7058.3,60.32,60.32,581.94,288,578.51,1.39,1,7.52,1.02,12.16,0.24
1.14,3,566.75,1332.69,6648.31,6.56,6.56,467.28,288,546.29,1.11,1,5.95,1.02,16.56,0.1
6.18,18,29763.08,2306.83,8807.61,245.98,245.98,771.21,288,666.34,2.51,1,13.24,1.03,34.09,0.68
4.16,12,14719.76,1547.46,7749.57,113.75,113.75,622.39,288,601.35,1.66,1,8.83,1.02,16.37,0.32
6.18,18,29798.59,2307.2,8853.08,246.32,246.32,772.51,288,670.66,2.49,1,13.02,1.03,33.95,0.67
3.14,9,8379.72,1386.76,7132.82,60.37,60.37,586.27,288,582.48,1.39,1,7.45,1.02,12.29,0.24
1.14,3,2823.14,1411.95,6704.1,11.09,11.09,509.79,288,555.23,1.2,1,6.41,1.02,0,0.14
9.3,27,72775.88,3560.42,9769.73,644.97,644.97,1076.82,288,779.17,4.5,1,22.45,1.05,89.09,1.76
6.18,18,29762.23,2306.75,8802.28,245.94,245.94,762.35,288,663.34,2.51,1,13.21,1.03,33.58,0.67
1.14,3,329.67,1348.89,6721.41,7.51,7.51,450.24,288,546.95,1.1,1,5.84,1.02,5.48,0.07
1.14,3,1543.54,1395.91,6711.64,10.24,10.24,491.44,288,555.77,1.15,1,6.21,1.02,0,0.11
2.09,6,5557.15,1394.26,6799.51,31.51,31.51,564.42,288,567.64,1.3,1,6.97,1.02,0,0.21
1.14,3,5047.5,1352.7,6623.71,7.64,7.64,592.1,288,563.57,1.27,1,6.86,1.02,17.32,0.25
5.14,15,21633.9,1924.32,8488.64,175.27,175.27,720.59,288,641.94,2.08,1,11.16,1.03,25.82,0.51
9.3,27,72757.86,3560.37,9740.64,644.7,644.7,1079.32,288,777.65,4.54,1,23.02,1.05,90.06,1.78
2.09,6,3842.63,1345.6,6814.37,22.55,22.55,544.65,288,565.26,1.23,1,6.64,1.02,21.72,0.19
4.16,12,14725.33,1547.47,7812.82,113.81,113.81,652.53,288,612.23,1.66,1,8.92,1.02,17.68,0.35
4.16,12,14718.29,1547.45,7714.39,113.74,113.74,637.77,288,604.19,1.66,1,8.99,1.02,17.12,0.34
8.21,24,50991.13,3087.36,9300.68,437.93,437.93,927.56,288,731.14,3.6,1,18.68,1.04,60.9,1.21
3.14,9,8379.83,1386.76,7135.93,60.37,60.37,582.99,288,581.61,1.39,1,7.43,1.02,12.16,0.24
1.14,3,293.26,1339.74,6708.89,6.98,6.98,451.44,288,545.82,1.09,1,5.83,1.02,10.62,0.08
5.14,15,21623.77,1924.32,8461.24,175.24,175.24,698.14,288,632.77,2.09,1,11.15,1.03,24.74,0.49
2.09,6,6853.1,1365.25,6776.38,26.13,26.13,600.08,288,569.34,1.33,1,7.13,1.02,14.67,0.27
5.14,15,21635.85,1924.32,8494.46,175.32,175.32,723.81,288,643.45,2.08,1,11.15,1.03,25.97,0.51
4.16,12,14725.07,1547.47,7806.75,113.79,113.79,655.19,288,612.71,1.66,1,8.94,1.02,17.81,0.35
2.09,6,4893.83,1344.56,6800.9,22.39,22.39,579.93,288,570.58,1.26,1,6.86,1.02,23.77,0.23
1.14,3,1107.37,1351.99,6632.79,7.58,7.58,471.88,288,546.65,1.13,1,6.07,1.02,9.56,0.1
7.15,21,38994.75,2678.07,9124.77,332.22,332.22,821.76,288,688.65,2.98,1,15.55,1.04,43.79,0.87
6.18,18,29789.59,2307.53,8817.45,246.22,246.22,795.09,288,673.93,2.51,1,13.38,1.03,35.5,0.7
4.16,12,14717.32,1547.44,7696.11,113.72,113.72,640.39,288,604.16,1.67,1,9.04,1.02,17.27,0.34
1.14,3,6245.62,1395.28,6691.23,10.26,10.26,637.13,288,576.91,1.31,1,7.16,1.02,0,0.28
2.09,6,6441.72,1356.07,6829.29,24.52,24.52,620.05,288,577.86,1.31,1,7.12,1.02,19.88,0.28
4.16,12,14724.32,1547.47,7793.69,113.8,113.8,656.45,288,612.53,1.66,1,8.97,1.02,17.88,0.35
2.09,6,3248.1,1379.15,6816.04,28.63,28.63,507.22,288,560.49,1.22,1,6.53,1.02,1.98,0.13
1.14,3,2852.59,1415.93,6737.28,11.5,11.5,533.72,288,563.91,1.2,1,6.5,1.02,0,0.16
3.14,9,8377.93,1386.75,7098.02,60.35,60.35,582.04,288,579.97,1.39,1,7.47,1.02,12.14,0.24
6.18,18,29769.93,2307.12,8812.32,245.98,245.98,782.97,288,670.09,2.51,1,13.31,1.03,34.79,0.69
4.16,12,14717.38,1547.44,7699.73,113.73,113.73,637.31,288,603.46,1.67,1,9.01,1.02,17.12,0.34
6.18,18,29761.8,2306.85,8791.14,246.01,246.01,769.54,288,664.4,2.51,1,13.32,1.03,34.08,0.68
6.18,18,29761.33,2306.79,8804.64,246,246,782.59,288,669.32,2.51,1,13.34,1.03,34.8,0.69
5.14,15,21630.16,1924.31,8477.31,175.24,175.24,718.76,288,640.26,2.08,1,11.2,1.03,25.78,0.51
6.18,18,29797.93,2307.23,8846.99,246.3,246.3,780.51,288,672.41,2.5,1,13.11,1.03,34.46,0.68
8.21,24,50994.22,3087.54,9322.26,438.01,438.01,921.31,288,735.03,3.56,1,18.16,1.04,59.78,1.18
7.15,21,38994.12,2678.07,9124.69,332.34,332.34,826.78,288,690.07,2.98,1,15.59,1.04,44.14,0.87
5.14,15,21625.77,1924.31,8464.18,175.24,175.24,709.97,288,636.42,2.09,1,11.22,1.03,25.37,0.5
6.18,18,29790.06,2307.49,8818.15,246.22,246.22,782.45,288,670.42,2.51,1,13.28,1.03,34.74,0.69
4.16,12,14717.99,1547.45,7716.89,113.74,113.74,628.23,288,601.66,1.66,1,8.92,1.02,16.68,0.33
2.09,6,6491.69,1356.73,6839.41,24.63,24.63,620.37,288,578.18,1.31,1,7.12,1.02,19.53,0.28
2.09,6,4947.54,1344.78,6825.52,22.44,22.44,578.25,288,570.79,1.26,1,6.83,1.02,23.5,0.23
2.09,6,6470.04,1388.22,6779.87,30.39,30.39,590.02,288,570.17,1.32,1,7.14,1.02,1.71,0.24
3.14,9,8379.33,1386.76,7126.17,60.36,60.36,583.67,288,581.47,1.39,1,7.44,1.02,12.19,0.24
4.16,12,14725.17,1547.47,7810.79,113.79,113.79,653.42,288,612.39,1.66,1,8.93,1.02,17.72,0.35
2.09,6,4326,1344.07,6808.17,22.3,22.3,561.82,288,567.91,1.24,1,6.74,1.02,23.51,0.21
9.3,27,72770.42,3560.42,9770.87,644.78,644.78,1089.67,288,782.35,4.5,1,22.6,1.05,90.29,1.79
8.21,24,50992.13,3087.4,9303.47,437.98,437.98,930.88,288,732.67,3.59,1,18.66,1.04,61.09,1.21
1.14,3,3015.89,1353.25,6604.69,7.7,7.7,540.9,288,556.93,1.2,1,6.54,1.02,16,0.18
9.3,27,72773.94,3560.42,9759.54,644.88,644.88,1064.88,288,775.44,4.51,1,22.49,1.05,88.2,1.75
1.14,3,3998.09,1389.98,6642.36,9.86,9.86,562.23,288,562.9,1.24,1,6.75,1.02,4.31,0.2
1.14,3,314.8,1344.55,6710.05,7.23,7.23,448.23,288,545.39,1.1,1,5.83,1.02,7.56,0.07
8.21,24,50996.99,3087.61,9318.27,438.06,438.06,935.98,288,737.69,3.57,1,18.42,1.04,61.1,1.21
7.15,21,38982.93,2678.08,9133.48,332.13,332.13,835.47,288,694.7,2.96,1,15.51,1.04,44.55,0.88
1.14,3,786.49,1369.05,6678.4,8.61,8.61,463.42,288,548.75,1.12,1,6.01,1.02,0,0.08
4.16,12,14717.65,1547.45,7709.14,113.73,113.73,631.66,288,602.29,1.67,1,8.96,1.02,16.85,0.33
3.14,9,8374.05,1386.72,7021.11,60.3,60.3,583.58,288,577.63,1.39,1,7.57,1.02,12.25,0.24
4.16,12,14719.97,1547.45,7741.7,113.75,113.75,636.98,288,605.08,1.66,1,8.94,1.02,17.05,0.34
7.15,21,39005.8,2678.03,9117.65,332.36,332.36,813.72,288,684.62,2.99,1,15.62,1.04,43.38,0.86
9.3,27,72774.95,3560.44,9788.42,644.98,644.98,1099.23,288,786.13,4.48,1,22.39,1.05,90.71,1.8
8.21,24,50993.5,3087.48,9303.5,437.95,437.95,910.56,288,727.44,3.59,1,18.43,1.04,59.43,1.18
2.09,6,4351.08,1392.8,6737.71,31.19,31.19,532.71,288,561.21,1.26,1,6.83,1.02,0,0.17
9.3,27,72761.26,3560.38,9734.56,644.72,644.72,1061.24,288,772.76,4.54,1,22.9,1.05,88.47,1.75
5.14,15,21630.46,1924.33,8483.27,175.29,175.29,700.13,288,635.6,2.08,1,11.05,1.03,24.75,0.49
6.18,18,29761.34,2306.85,8790.17,246,246,777.08,288,666.46,2.51,1,13.38,1.03,34.55,0.68
7.15,21,38980.83,2678.08,9134.95,332.16,332.16,840.94,288,696.62,2.96,1,15.52,1.04,44.89,0.89
1.14,3,418.76,1353.84,6671.03,7.78,7.78,458.61,288,548.3,1.1,1,5.95,1.02,4.64,0.08
4.16,12,14722.4,1547.46,7778.57,113.77,113.77,638.06,288,606.87,1.66,1,8.88,1.02,17.06,0.34
9.3,27,72764.64,3560.4,9765.21,645.05,645.05,1095.89,288,783.37,4.51,1,22.79,1.05,91.03,1.8
4.16,12,14722.41,1547.47,7783.73,113.76,113.76,631.59,288,605.27,1.66,1,8.83,1.02,16.76,0.33
7.15,21,39006.06,2678.02,9116.47,332.35,332.35,824.06,288,687.3,2.99,1,15.72,1.04,44.12,0.87
1.14,3,4261.48,1415.86,6731.13,11.47,11.47,567.54,288,567.21,1.25,1,6.74,1.02,0,0.2
2.09,6,3538.1,1347.43,6810.93,22.88,22.88,534.02,288,563.61,1.22,1,6.58,1.02,20.41,0.18
1.14,3,891.85,1366.9,6660.33,8.35,8.35,448.82,288,542.46,1.12,1,5.95,1.02,0,0.07
6.18,18,29762.18,2306.84,8793.14,246.03,246.03,762.6,288,662.6,2.51,1,13.26,1.03,33.65,0.67
4.16,12,14720.03,1547.45,7743.42,113.76,113.76,634.81,288,604.55,1.66,1,8.92,1.02,16.95,0.34
3.14,9,8378.9,1386.76,7120.43,60.35,60.35,577.42,288,579.39,1.39,1,7.42,1.02,11.94,0.24
4.16,12,14723.67,1547.47,7801.8,113.79,113.79,633.89,288,606.63,1.66,1,8.82,1.02,16.85,0.33
